1.52022e+10	7.37303e+00
1.52178e+10	7.37199e+00
1.52334e+10	7.37099e+00
1.52490e+10	7.37003e+00
1.52646e+10	7.36912e+00
1.52802e+10	7.36824e+00
1.52958e+10	7.36741e+00
1.53114e+10	7.36662e+00
1.53270e+10	7.36588e+00
1.53425e+10	7.36518e+00
1.53581e+10	7.36452e+00
1.53737e+10	7.36391e+00
1.53893e+10	7.36334e+00
1.54049e+10	7.36282e+00
1.54205e+10	7.36234e+00
1.54361e+10	7.36191e+00
1.54517e+10	7.36153e+00
1.54673e+10	7.36119e+00
1.54828e+10	7.36091e+00
1.54984e+10	7.36066e+00
1.55140e+10	7.36047e+00
1.55296e+10	7.36033e+00
1.55452e+10	7.36023e+00
1.55608e+10	7.36018e+00
1.55764e+10	7.36019e+00
1.55920e+10	7.36024e+00
1.56076e+10	7.36034e+00
1.56231e+10	7.36050e+00
1.56387e+10	7.36070e+00
1.56544e+10	7.36096e+00
1.56699e+10	7.36127e+00
1.56855e+10	7.36163e+00
1.57011e+10	7.36205e+00
1.57167e+10	7.36252e+00
1.57323e+10	7.36304e+00
1.57479e+10	7.36362e+00
1.57634e+10	7.36425e+00
1.57791e+10	7.36494e+00
1.57947e+10	7.36568e+00
1.58103e+10	7.36648e+00
1.58258e+10	7.36734e+00
1.58414e+10	7.36825e+00
1.58570e+10	7.36922e+00
1.58726e+10	7.37025e+00
1.58882e+10	7.37134e+00
1.59038e+10	7.37249e+00
1.59194e+10	7.37370e+00
1.59350e+10	7.37497e+00
1.59506e+10	7.37630e+00
1.59661e+10	7.37769e+00
1.59817e+10	7.37914e+00
1.59973e+10	7.38066e+00
1.60129e+10	7.38223e+00
1.60285e+10	7.38388e+00
1.60441e+10	7.38559e+00
1.60597e+10	7.38736e+00
1.60753e+10	7.38919e+00
1.60909e+10	7.39110e+00
1.61064e+10	7.39306e+00
1.61220e+10	7.39510e+00
1.61376e+10	7.39720e+00
1.61533e+10	7.39938e+00
1.61688e+10	7.40162e+00
1.61844e+10	7.40393e+00
1.62000e+10	7.40631e+00
1.62156e+10	7.40876e+00
1.62312e+10	7.41128e+00
1.62467e+10	7.41388e+00
1.62623e+10	7.41654e+00
1.62780e+10	7.41929e+00
1.62936e+10	7.42211e+00
1.63091e+10	7.42500e+00
1.63247e+10	7.42796e+00
1.63403e+10	7.43100e+00
1.63559e+10	7.43412e+00
1.63715e+10	7.43731e+00
1.63870e+10	7.44059e+00
1.64027e+10	7.44395e+00
1.64183e+10	7.44738e+00
1.64339e+10	7.45090e+00
1.64494e+10	7.45449e+00
1.64650e+10	7.45816e+00
1.64806e+10	7.46192e+00
1.64962e+10	7.46576e+00
1.65118e+10	7.46969e+00
1.65274e+10	7.47372e+00
1.65430e+10	7.47781e+00
1.65586e+10	7.48200e+00
1.65742e+10	7.48627e+00
1.65897e+10	7.49063e+00
1.66053e+10	7.49508e+00
1.66209e+10	7.49962e+00
1.66365e+10	7.50425e+00
1.66521e+10	7.50899e+00
1.66677e+10	7.51380e+00
1.66833e+10	7.51871e+00
1.66989e+10	7.52371e+00
1.67145e+10	7.52881e+00
1.67300e+10	7.53401e+00
1.67456e+10	7.53930e+00
1.67612e+10	7.54469e+00
1.67769e+10	7.55020e+00
1.67924e+10	7.55579e+00
1.68080e+10	7.56148e+00
1.68236e+10	7.56727e+00
1.68392e+10	7.57317e+00
1.68548e+10	7.57917e+00
1.68704e+10	7.58527e+00
1.68859e+10	7.59149e+00
1.69015e+10	7.59781e+00
1.69172e+10	7.60426e+00
1.69327e+10	7.61080e+00
1.69483e+10	7.61744e+00
1.69639e+10	7.62420e+00
1.69795e+10	7.63108e+00
1.69951e+10	7.63806e+00
1.70107e+10	7.64516e+00
1.70262e+10	7.65238e+00
1.70419e+10	7.65975e+00
1.70575e+10	7.66720e+00
1.70730e+10	7.67478e+00
1.70886e+10	7.68247e+00
1.71042e+10	7.69029e+00
1.71198e+10	7.69823e+00
1.71354e+10	7.70630e+00
1.71510e+10	7.71449e+00
1.71666e+10	7.72284e+00
1.71822e+10	7.73129e+00
1.71978e+10	7.73987e+00
1.72134e+10	7.74858e+00
1.72289e+10	7.75743e+00
1.72445e+10	7.76640e+00
1.72601e+10	7.77552e+00
1.72757e+10	7.78477e+00
1.72913e+10	7.79420e+00
1.73069e+10	7.80373e+00
1.73225e+10	7.81340e+00
1.73381e+10	7.82321e+00
1.73537e+10	7.83317e+00
1.73692e+10	7.84328e+00
1.73848e+10	7.85353e+00
1.74004e+10	7.86393e+00
1.74160e+10	7.87453e+00
1.74316e+10	7.88524e+00
1.74472e+10	7.89610e+00
1.74628e+10	7.90711e+00
1.74784e+10	7.91829e+00
1.74940e+10	7.92962e+00
1.75095e+10	7.94111e+00
1.75251e+10	7.95277e+00
1.75408e+10	7.96464e+00
1.75564e+10	7.97663e+00
1.75719e+10	7.98879e+00
1.75875e+10	8.00111e+00
1.76031e+10	8.01361e+00
1.76187e+10	8.02629e+00
1.76343e+10	8.03914e+00
1.76498e+10	8.05216e+00
1.76655e+10	8.06542e+00
1.76811e+10	8.07881e+00
1.76967e+10	8.09238e+00
1.77122e+10	8.10614e+00
1.77278e+10	8.12009e+00
1.77434e+10	8.13423e+00
1.77590e+10	8.14855e+00
1.77746e+10	8.16308e+00
1.77902e+10	8.17786e+00
1.78058e+10	8.19278e+00
1.78214e+10	8.20790e+00
1.78370e+10	8.22323e+00
1.78525e+10	8.23876e+00
1.78681e+10	8.25450e+00
1.78837e+10	8.27045e+00
1.78993e+10	8.28661e+00
1.79149e+10	8.30306e+00
1.79305e+10	8.31966e+00
1.79461e+10	8.33648e+00
1.79617e+10	8.35352e+00
1.79773e+10	8.37079e+00
1.79928e+10	8.38828e+00
1.80084e+10	8.40601e+00
1.80240e+10	8.42398e+00
1.80397e+10	8.44225e+00
1.80552e+10	8.46069e+00
1.80708e+10	8.47937e+00
1.80864e+10	8.49830e+00
1.81020e+10	8.51748e+00
1.81176e+10	8.53691e+00
1.81331e+10	8.55659e+00
1.81487e+10	8.57654e+00
1.81644e+10	8.59682e+00
1.81800e+10	8.61729e+00
1.81955e+10	8.63802e+00
1.82111e+10	8.65903e+00
1.82267e+10	8.68031e+00
1.82423e+10	8.70186e+00
1.82579e+10	8.72370e+00
1.82735e+10	8.74582e+00
1.82891e+10	8.76832e+00
1.83047e+10	8.79102e+00
1.83203e+10	8.81401e+00
1.83358e+10	8.83731e+00
1.83514e+10	8.86091e+00
1.83670e+10	8.88481e+00
1.83826e+10	8.90902e+00
1.83982e+10	8.93355e+00
1.84138e+10	8.95849e+00
1.84294e+10	8.98366e+00
1.84450e+10	9.00915e+00
1.84606e+10	9.03497e+00
1.84761e+10	9.06113e+00
1.84917e+10	9.08763e+00
1.85073e+10	9.11447e+00
1.85229e+10	9.14165e+00
1.85385e+10	9.16930e+00
1.85541e+10	9.19720e+00
1.85697e+10	9.22546e+00
1.85853e+10	9.25408e+00
1.86009e+10	9.28308e+00
1.86164e+10	9.31245e+00
1.86320e+10	9.34220e+00
1.86476e+10	9.37233e+00
1.86633e+10	9.40298e+00
1.86788e+10	9.43391e+00
1.86944e+10	9.46523e+00
1.87100e+10	9.49696e+00
1.87256e+10	9.52911e+00
1.87412e+10	9.56167e+00
1.87568e+10	9.59465e+00
1.87723e+10	9.62806e+00
1.87880e+10	9.66205e+00
1.88036e+10	9.69634e+00
1.88191e+10	9.73107e+00
1.88347e+10	9.76626e+00
1.88503e+10	9.80190e+00
1.88659e+10	9.83801e+00
1.88815e+10	9.87460e+00
1.88971e+10	9.91166e+00
1.89127e+10	9.94935e+00
1.89283e+10	9.98739e+00
1.89439e+10	1.00259e+01
1.89594e+10	1.00650e+01
1.89750e+10	1.01045e+01
1.89906e+10	1.01446e+01
1.90062e+10	1.01852e+01
1.90218e+10	1.02263e+01
1.90374e+10	1.02680e+01
1.90530e+10	1.03104e+01
1.90686e+10	1.03532e+01
1.90842e+10	1.03965e+01
1.90998e+10	1.04404e+01
1.91153e+10	1.04849e+01
1.91309e+10	1.05300e+01
1.91465e+10	1.05757e+01
1.91621e+10	1.06220e+01
1.91777e+10	1.06691e+01
1.91933e+10	1.07166e+01
1.92089e+10	1.07648e+01
1.92245e+10	1.08136e+01
1.92401e+10	1.08630e+01
1.92556e+10	1.09132e+01
1.92712e+10	1.09639e+01
1.92868e+10	1.10154e+01
1.93024e+10	1.10678e+01
1.93180e+10	1.11207e+01
1.93336e+10	1.11742e+01
1.93492e+10	1.12285e+01
1.93648e+10	1.12836e+01
1.93804e+10	1.13393e+01
1.93959e+10	1.13959e+01
1.94115e+10	1.14531e+01
1.94272e+10	1.15115e+01
1.94428e+10	1.15703e+01
1.94583e+10	1.16300e+01
1.94739e+10	1.16905e+01
1.94895e+10	1.17518e+01
1.95051e+10	1.18139e+01
1.95207e+10	1.18769e+01
1.95362e+10	1.19408e+01
1.95519e+10	1.20057e+01
1.95675e+10	1.20714e+01
1.95831e+10	1.21379e+01
1.95986e+10	1.22054e+01
1.96142e+10	1.22737e+01
1.96298e+10	1.23431e+01
1.96454e+10	1.24134e+01
1.96610e+10	1.24846e+01
1.96766e+10	1.25572e+01
1.96922e+10	1.26305e+01
1.97078e+10	1.27048e+01
1.97234e+10	1.27801e+01
1.97389e+10	1.28565e+01
1.97545e+10	1.29339e+01
1.97701e+10	1.30125e+01
1.97857e+10	1.30922e+01
1.98013e+10	1.31733e+01
1.98169e+10	1.32552e+01
1.98325e+10	1.33383e+01
1.98481e+10	1.34226e+01
1.98637e+10	1.35080e+01
1.98792e+10	1.35947e+01
1.98948e+10	1.36826e+01
1.99104e+10	1.37718e+01
1.99261e+10	1.38627e+01
1.99416e+10	1.39544e+01
1.99572e+10	1.40475e+01
1.99728e+10	1.41419e+01
1.99884e+10	1.42377e+01
2.00040e+10	1.43349e+01
2.00195e+10	1.44334e+01
2.00351e+10	1.45334e+01
2.00508e+10	1.46353e+01
2.00664e+10	1.47383e+01
2.00819e+10	1.48427e+01
2.00975e+10	1.49487e+01
2.01131e+10	1.50562e+01
2.01287e+10	1.51653e+01
2.01443e+10	1.52760e+01
2.01599e+10	1.53883e+01
2.01755e+10	1.55028e+01
2.01911e+10	1.56184e+01
2.02067e+10	1.57358e+01
2.02222e+10	1.58549e+01
2.02378e+10	1.59758e+01
2.02534e+10	1.60985e+01
2.02690e+10	1.62231e+01
2.02846e+10	1.63494e+01
2.03002e+10	1.64782e+01
2.03158e+10	1.66084e+01
2.03314e+10	1.67406e+01
2.03470e+10	1.68747e+01
2.03625e+10	1.70109e+01
2.03781e+10	1.71491e+01
2.03937e+10	1.72894e+01
2.04093e+10	1.74318e+01
2.04249e+10	1.75770e+01
2.04405e+10	1.77237e+01
2.04561e+10	1.78727e+01
2.04717e+10	1.80240e+01
2.04873e+10	1.81776e+01
2.05029e+10	1.83335e+01
2.05184e+10	1.84918e+01
2.05340e+10	1.86525e+01
2.05497e+10	1.88164e+01
2.05652e+10	1.89820e+01
2.05808e+10	1.91503e+01
2.05964e+10	1.93211e+01
2.06120e+10	1.94945e+01
2.06276e+10	1.96706e+01
2.06432e+10	1.98495e+01
2.06587e+10	2.00310e+01
2.06744e+10	2.02162e+01
2.06900e+10	2.04034e+01
2.07055e+10	2.05936e+01
2.07211e+10	2.07866e+01
2.07367e+10	2.09827e+01
2.07523e+10	2.11818e+01
2.07679e+10	2.13840e+01
2.07835e+10	2.15893e+01
2.07991e+10	2.17986e+01
2.08147e+10	2.20104e+01
2.08303e+10	2.22254e+01
2.08458e+10	2.24437e+01
2.08614e+10	2.26655e+01
2.08770e+10	2.28906e+01
2.08926e+10	2.31193e+01
2.09082e+10	2.33515e+01
2.09238e+10	2.35882e+01
2.09394e+10	2.38277e+01
2.09550e+10	2.40708e+01
2.09706e+10	2.43177e+01
2.09862e+10	2.45684e+01
2.10017e+10	2.48229e+01
2.10173e+10	2.50813e+01
2.10329e+10	2.53438e+01
2.10485e+10	2.56102e+01
2.10641e+10	2.58818e+01
