#FMR data, this file includes calibration measurements, correction factor and corrected S11
freq, S11a, S11m, S11o, S11l, S11s
(40000000+0j)		(50.05138015749999-0.0396483503282j)		(50.05138015749999-0.0396483503282j)		(50.05138015749999-0.0396483503282j)		(50.05138015749999-0.0396483503282j)		
(89900000+0j)		(50.71484375-0.366992294788j)		(50.71484375-0.366992294788j)		(50.71484375-0.366992294788j)		(50.71484375-0.366992294788j)		
(139800000+0j)		(50.31661224369999-0.10177432745699999j)		(50.31661224369999-0.10177432745699999j)		(50.31661224369999-0.10177432745699999j)		(50.31661224369999-0.10177432745699999j)		
(189700000+0j)		(48.263545990000004+0.9456857442859998j)		(48.263545990000004+0.9456857442859998j)		(48.263545990000004+0.9456857442859998j)		(48.263545990000004+0.9456857442859998j)		
(239600000+0j)		(49.365070343+0.894139647484j)		(49.365070343+0.894139647484j)		(49.365070343+0.894139647484j)		(49.365070343+0.894139647484j)		
(289500000+0j)		(52.5281715393-0.43393191695199995j)		(52.5281715393-0.43393191695199995j)		(52.5281715393-0.43393191695199995j)		(52.5281715393-0.43393191695199995j)		
(339400000+0j)		(51.5908813477-1.27540624142j)		(51.5908813477-1.27540624142j)		(51.5908813477-1.27540624142j)		(51.5908813477-1.27540624142j)		
(389300000+0j)		(45.45500564579999-1.0207151174499998j)		(45.45500564579999-1.0207151174499998j)		(45.45500564579999-1.0207151174499998j)		(45.45500564579999-1.0207151174499998j)		
(439200000+0j)		(47.447429656999994+1.77465510368j)		(47.447429656999994+1.77465510368j)		(47.447429656999994+1.77465510368j)		(47.447429656999994+1.77465510368j)		
(489100000+0j)		(56.046924591099994-0.30543044209500003j)		(56.046924591099994-0.30543044209500003j)		(56.046924591099994-0.30543044209500003j)		(56.046924591099994-0.30543044209500003j)		
(539000000+0j)		(54.720867156999994-2.5369284153000002j)		(54.720867156999994-2.5369284153000002j)		(54.720867156999994-2.5369284153000002j)		(54.720867156999994-2.5369284153000002j)		
(588900000+0j)		(44.0875396729-1.6370950937299995j)		(44.0875396729-1.6370950937299995j)		(44.0875396729-1.6370950937299995j)		(44.0875396729-1.6370950937299995j)		
(638800000+0j)		(44.6427345276+2.2273514270799994j)		(44.6427345276+2.2273514270799994j)		(44.6427345276+2.2273514270799994j)		(44.6427345276+2.2273514270799994j)		
(688700000+0j)		(55.59278869629999+5.442899703980001j)		(55.59278869629999+5.442899703980001j)		(55.59278869629999+5.442899703980001j)		(55.59278869629999+5.442899703980001j)		
(738600000+0j)		(58.70613861080001-0.965856432915j)		(58.70613861080001-0.965856432915j)		(58.70613861080001-0.965856432915j)		(58.70613861080001-0.965856432915j)		
(788500000+0j)		(42.75270843509999-5.2497715949999995j)		(42.75270843509999-5.2497715949999995j)		(42.75270843509999-5.2497715949999995j)		(42.75270843509999-5.2497715949999995j)		
(838400000+0j)		(41.562461853-0.13695694506200004j)		(41.562461853-0.13695694506200004j)		(41.562461853-0.13695694506200004j)		(41.562461853-0.13695694506200004j)		
(888300000+0j)		(55.02856445309999+7.255834579470002j)		(55.02856445309999+7.255834579470002j)		(55.02856445309999+7.255834579470002j)		(55.02856445309999+7.255834579470002j)		
(938200000+0j)		(61.505584716800016+0.522729635239j)		(61.505584716800016+0.522729635239j)		(61.505584716800016+0.522729635239j)		(61.505584716800016+0.522729635239j)		
(988100000+0j)		(45.2400016785-7.301136493679999j)		(45.2400016785-7.301136493679999j)		(45.2400016785-7.301136493679999j)		(45.2400016785-7.301136493679999j)		
(1038000000+0j)		(41.90846633910001-1.89078986645j)		(41.90846633910001-1.89078986645j)		(41.90846633910001-1.89078986645j)		(41.90846633910001-1.89078986645j)		
(1087900000+0j)		(52.7918739319+8.22077941895j)		(52.7918739319+8.22077941895j)		(52.7918739319+8.22077941895j)		(52.7918739319+8.22077941895j)		
(1137800000+0j)		(60.735752105699994+5.829686164860001j)		(60.735752105699994+5.829686164860001j)		(60.735752105699994+5.829686164860001j)		(60.735752105699994+5.829686164860001j)		
(1187700000+0j)		(46.19744491580001-4.647547245029998j)		(46.19744491580001-4.647547245029998j)		(46.19744491580001-4.647547245029998j)		(46.19744491580001-4.647547245029998j)		
(1237600000+0j)		(42.753387451200005-4.7770009040799986j)		(42.753387451200005-4.7770009040799986j)		(42.753387451200005-4.7770009040799986j)		(42.753387451200005-4.7770009040799986j)		
(1287500000+0j)		(50.72076416020001+4.910804748540001j)		(50.72076416020001+4.910804748540001j)		(50.72076416020001+4.910804748540001j)		(50.72076416020001+4.910804748540001j)		
(1337400000+0j)		(54.262001037599994+6.709466934199999j)		(54.262001037599994+6.709466934199999j)		(54.262001037599994+6.709466934199999j)		(54.262001037599994+6.709466934199999j)		
(1387300000+0j)		(47.531288147000005-3.3903076648699995j)		(47.531288147000005-3.3903076648699995j)		(47.531288147000005-3.3903076648699995j)		(47.531288147000005-3.3903076648699995j)		
(1437200000+0j)		(47.028808593800015-7.844716548920002j)		(47.028808593800015-7.844716548920002j)		(47.028808593800015-7.844716548920002j)		(47.028808593800015-7.844716548920002j)		
(1487100000+0j)		(54.07317352289999+0.9056226611139998j)		(54.07317352289999+0.9056226611139998j)		(54.07317352289999+0.9056226611139998j)		(54.07317352289999+0.9056226611139998j)		
(1537000000+0j)		(50.77994155879999+5.400015354159999j)		(50.77994155879999+5.400015354159999j)		(50.77994155879999+5.400015354159999j)		(50.77994155879999+5.400015354159999j)		
(1586900000+0j)		(46.4744186401+2.9387354850799996j)		(46.4744186401+2.9387354850799996j)		(46.4744186401+2.9387354850799996j)		(46.4744186401+2.9387354850799996j)		
(1636800000+0j)		(52.72858047489999-4.0020198822j)		(52.72858047489999-4.0020198822j)		(52.72858047489999-4.0020198822j)		(52.72858047489999-4.0020198822j)		
(1686700000+0j)		(55.47438049319999-2.926889657970001j)		(55.47438049319999-2.926889657970001j)		(55.47438049319999-2.926889657970001j)		(55.47438049319999-2.926889657970001j)		
(1736600000+0j)		(46.1591796875+4.101670265199999j)		(46.1591796875+4.101670265199999j)		(46.1591796875+4.101670265199999j)		(46.1591796875+4.101670265199999j)		
(1786500000+0j)		(40.125370025599985+2.6700365543400006j)		(40.125370025599985+2.6700365543400006j)		(40.125370025599985+2.6700365543400006j)		(40.125370025599985+2.6700365543400006j)		
(1836400000+0j)		(52.5382270813-0.8910920023920001j)		(52.5382270813-0.8910920023920001j)		(52.5382270813-0.8910920023920001j)		(52.5382270813-0.8910920023920001j)		
(1886300000+0j)		(65.17342376709999-5.65379428864j)		(65.17342376709999-5.65379428864j)		(65.17342376709999-5.65379428864j)		(65.17342376709999-5.65379428864j)		
(1936200000+0j)		(46.5192604065-5.277418136599999j)		(46.5192604065-5.277418136599999j)		(46.5192604065-5.277418136599999j)		(46.5192604065-5.277418136599999j)		
(1986100000+0j)		(36.330127716099994+3.1988663673399995j)		(36.330127716099994+3.1988663673399995j)		(36.330127716099994+3.1988663673399995j)		(36.330127716099994+3.1988663673399995j)		
(2036000000+0j)		(53.93321228029999+5.767409324650001j)		(53.93321228029999+5.767409324650001j)		(53.93321228029999+5.767409324650001j)		(53.93321228029999+5.767409324650001j)		
(2085900000+0j)		(75.03281402590001-1.1901264190699996j)		(75.03281402590001-1.1901264190699996j)		(75.03281402590001-1.1901264190699996j)		(75.03281402590001-1.1901264190699996j)		
(2135800000+0j)		(48.658763885499994-6.997967720029999j)		(48.658763885499994-6.997967720029999j)		(48.658763885499994-6.997967720029999j)		(48.658763885499994-6.997967720029999j)		
(2185700000+0j)		(32.29554748539999+1.2223303318000003j)		(32.29554748539999+1.2223303318000003j)		(32.29554748539999+1.2223303318000003j)		(32.29554748539999+1.2223303318000003j)		
(2235600000+0j)		(46.72302627559999+9.07839107513j)		(46.72302627559999+9.07839107513j)		(46.72302627559999+9.07839107513j)		(46.72302627559999+9.07839107513j)		
(2285500000+0j)		(76.7455444336+4.345399379729999j)		(76.7455444336+4.345399379729999j)		(76.7455444336+4.345399379729999j)		(76.7455444336+4.345399379729999j)		
(2335400000+0j)		(52.1981925964-11.944859504700002j)		(52.1981925964-11.944859504700002j)		(52.1981925964-11.944859504700002j)		(52.1981925964-11.944859504700002j)		
(2385300000+0j)		(30.000057220500004-3.371356487269999j)		(30.000057220500004-3.371356487269999j)		(30.000057220500004-3.371356487269999j)		(30.000057220500004-3.371356487269999j)		
(2435200000+0j)		(44.776706695600005+7.755835056299998j)		(44.776706695600005+7.755835056299998j)		(44.776706695600005+7.755835056299998j)		(44.776706695600005+7.755835056299998j)		
(2485100000+0j)		(81.28490448000001+9.650408744810003j)		(81.28490448000001+9.650408744810003j)		(81.28490448000001+9.650408744810003j)		(81.28490448000001+9.650408744810003j)		
(2535000000+0j)		(57.13159179689999-12.460433006300002j)		(57.13159179689999-12.460433006300002j)		(57.13159179689999-12.460433006300002j)		(57.13159179689999-12.460433006300002j)		
(2584900000+0j)		(33.15724563599999-2.57488107681j)		(33.15724563599999-2.57488107681j)		(33.15724563599999-2.57488107681j)		(33.15724563599999-2.57488107681j)		
(2634800000+0j)		(41.727191925+7.789104938510002j)		(41.727191925+7.789104938510002j)		(41.727191925+7.789104938510002j)		(41.727191925+7.789104938510002j)		
(2684700000+0j)		(75.4287719727+8.94462203979j)		(75.4287719727+8.94462203979j)		(75.4287719727+8.94462203979j)		(75.4287719727+8.94462203979j)		
