#FMR data, this file includes calibration measurements, correction factor and corrected S11
freq, S11a, S11m, S11o, S11l, S11s
(2734600000+0j)		(55.34099197390001-5.50395727158j)		(55.34099197390001-5.50395727158j)		(55.34099197390001-5.50395727158j)		(55.34099197390001-5.50395727158j)		
(2784500000+0j)		(34.918144226100004-2.6783556938199995j)		(34.918144226100004-2.6783556938199995j)		(34.918144226100004-2.6783556938199995j)		(34.918144226100004-2.6783556938199995j)		
(2834400000+0j)		(41.15377426150001+2.5782265663100006j)		(41.15377426150001+2.5782265663100006j)		(41.15377426150001+2.5782265663100006j)		(41.15377426150001+2.5782265663100006j)		
(2884300000+0j)		(67.9444580078+1.7085143327700003j)		(67.9444580078+1.7085143327700003j)		(67.9444580078+1.7085143327700003j)		(67.9444580078+1.7085143327700003j)		
(2934200000+0j)		(57.8791847229-3.83025813103j)		(57.8791847229-3.83025813103j)		(57.8791847229-3.83025813103j)		(57.8791847229-3.83025813103j)		
(2984100000+0j)		(37.502590179399995-1.83687210083j)		(37.502590179399995-1.83687210083j)		(37.502590179399995-1.83687210083j)		(37.502590179399995-1.83687210083j)		
(3034000000+0j)		(46.1323987787+1.4994830976845457j)		(46.1323987787+1.4994830976845457j)		(46.1323987787+1.4994830976845457j)		(46.1323987787+1.4994830976845457j)		
(3083900000+0j)		(66.49976903740001+0.6961384307254547j)		(66.49976903740001+0.6961384307254547j)		(66.49976903740001+0.6961384307254547j)		(66.49976903740001+0.6961384307254547j)		
(3133800000+0j)		(54.73208756880908-1.538637172087273j)		(54.73208756880908-1.538637172087273j)		(54.73208756880908-1.538637172087273j)		(54.73208756880908-1.538637172087273j)		
(3183700000+0j)		(39.10400737413636+3.0251312906099996j)		(39.10400737413636+3.0251312906099996j)		(39.10400737413636+3.0251312906099996j)		(39.10400737413636+3.0251312906099996j)		
(3233600000+0j)		(45.1008200211909+2.782568671485454j)		(45.1008200211909+2.782568671485454j)		(45.1008200211909+2.782568671485454j)		(45.1008200211909+2.782568671485454j)		
(3283500000+0j)		(64.8489858454-5.741123806348182j)		(64.8489858454-5.741123806348182j)		(64.8489858454-5.741123806348182j)		(64.8489858454-5.741123806348182j)		
(3333400000+0j)		(49.649956096263644-1.8614587458709086j)		(49.649956096263644-1.8614587458709086j)		(49.649956096263644-1.8614587458709086j)		(49.649956096263644-1.8614587458709086j)		
(3383300000+0j)		(39.01316660103636+3.5855888886863636j)		(39.01316660103636+3.5855888886863636j)		(39.01316660103636+3.5855888886863636j)		(39.01316660103636+3.5855888886863636j)		
(3433200000+0j)		(48.92779575697273+1.6380349289281815j)		(48.92779575697273+1.6380349289281815j)		(48.92779575697273+1.6380349289281815j)		(48.92779575697273+1.6380349289281815j)		
(3483100000+0j)		(63.40552104607274-10.012370803154544j)		(63.40552104607274-10.012370803154544j)		(63.40552104607274-10.012370803154544j)		(63.40552104607274-10.012370803154544j)		
(3533000000+0j)		(49.857683701990894-2.7189056223127266j)		(49.857683701990894-2.7189056223127266j)		(49.857683701990894-2.7189056223127266j)		(49.857683701990894-2.7189056223127266j)		
(3582900000+0j)		(41.622606104081825+7.327157367358183j)		(41.622606104081825+7.327157367358183j)		(41.622606104081825+7.327157367358183j)		(41.622606104081825+7.327157367358183j)		
(3632800000+0j)		(52.300239563000005+1.835941672321818j)		(52.300239563000005+1.835941672321818j)		(52.300239563000005+1.835941672321818j)		(52.300239563000005+1.835941672321818j)		
(3682700000+0j)		(58.21197856558181-8.200177626176366j)		(58.21197856558181-8.200177626176366j)		(58.21197856558181-8.200177626176366j)		(58.21197856558181-8.200177626176366j)		
(3732600000+0j)		(47.49267578123637-0.9675838947300001j)		(47.49267578123637-0.9675838947300001j)		(47.49267578123637-0.9675838947300001j)		(47.49267578123637-0.9675838947300001j)		
(3782500000+0j)		(42.26349050349092+9.68296129053091j)		(42.26349050349092+9.68296129053091j)		(42.26349050349092+9.68296129053091j)		(42.26349050349092+9.68296129053091j)		
(3832400000+0j)		(52.79543304445453+1.5879996581509088j)		(52.79543304445453+1.5879996581509088j)		(52.79543304445453+1.5879996581509088j)		(52.79543304445453+1.5879996581509088j)		
(3882300000+0j)		(51.88803031227273-14.165859395827272j)		(51.88803031227273-14.165859395827272j)		(51.88803031227273-14.165859395827272j)		(51.88803031227273-14.165859395827272j)		
(3932200000+0j)		(44.67614954172726-0.8654655380682729j)		(44.67614954172726-0.8654655380682729j)		(44.67614954172726-0.8654655380682729j)		(44.67614954172726-0.8654655380682729j)		
(3982100000+0j)		(44.90178992531817+11.114721471636361j)		(44.90178992531817+11.114721471636361j)		(44.90178992531817+11.114721471636361j)		(44.90178992531817+11.114721471636361j)		
(4032000000+0j)		(59.497582869127264+0.27427391301463633j)		(59.497582869127264+0.27427391301463633j)		(59.497582869127264+0.27427391301463633j)		(59.497582869127264+0.27427391301463633j)		
(4081900000+0j)		(52.32594091244544-19.076896494063632j)		(52.32594091244544-19.076896494063632j)		(52.32594091244544-19.076896494063632j)		(52.32594091244544-19.076896494063632j)		
(4131800000+0j)		(42.08902497728182-0.11458767544145453j)		(42.08902497728182-0.11458767544145453j)		(42.08902497728182-0.11458767544145453j)		(42.08902497728182-0.11458767544145453j)		
(4181700000+0j)		(40.348276311727275+16.74381169404545j)		(40.348276311727275+16.74381169404545j)		(40.348276311727275+16.74381169404545j)		(40.348276311727275+16.74381169404545j)		
(4231600000+0j)		(66.9298158125273+6.690927592190909j)		(66.9298158125273+6.690927592190909j)		(66.9298158125273+6.690927592190909j)		(66.9298158125273+6.690927592190909j)		
(4281500000+0j)		(49.49911741774547-24.450459740427274j)		(49.49911741774547-24.450459740427274j)		(49.49911741774547-24.450459740427274j)		(49.49911741774547-24.450459740427274j)		
(4331400000+0j)		(35.01833551578183-1.0991784225854546j)		(35.01833551578183-1.0991784225854546j)		(35.01833551578183-1.0991784225854546j)		(35.01833551578183-1.0991784225854546j)		
(4381300000+0j)		(38.817578402436375+18.596050089036368j)		(38.817578402436375+18.596050089036368j)		(38.817578402436375+18.596050089036368j)		(38.817578402436375+18.596050089036368j)		
(4431200000+0j)		(67.7912660078818+4.342251864342726j)		(67.7912660078818+4.342251864342726j)		(67.7912660078818+4.342251864342726j)		(67.7912660078818+4.342251864342726j)		
(4481100000+0j)		(55.27931456130909-30.081812078336363j)		(55.27931456130909-30.081812078336363j)		(55.27931456130909-30.081812078336363j)		(55.27931456130909-30.081812078336363j)		
(4531000000+0j)		(35.45212208144547-4.939693104134545j)		(35.45212208144547-4.939693104134545j)		(35.45212208144547-4.939693104134545j)		(35.45212208144547-4.939693104134545j)		
(4580900000+0j)		(36.30737859553636+17.565035733263635j)		(36.30737859553636+17.565035733263635j)		(36.30737859553636+17.565035733263635j)		(36.30737859553636+17.565035733263635j)		
(4630800000+0j)		(69.83539720011818+10.004774353690912j)		(69.83539720011818+10.004774353690912j)		(69.83539720011818+10.004774353690912j)		(69.83539720011818+10.004774353690912j)		
(4680700000+0j)		(61.51735825972726-23.16050650856363j)		(61.51735825972726-23.16050650856363j)		(61.51735825972726-23.16050650856363j)		(61.51735825972726-23.16050650856363j)		
(4730600000+0j)		(38.27807374434546-5.799830480058181j)		(38.27807374434546-5.799830480058181j)		(38.27807374434546-5.799830480058181j)		(38.27807374434546-5.799830480058181j)		
(4780500000+0j)		(33.96284311466364+12.989170334527271j)		(33.96284311466364+12.989170334527271j)		(33.96284311466364+12.989170334527271j)		(33.96284311466364+12.989170334527271j)		
(4830400000+0j)		(58.34480944547272+9.656567660240908j)		(58.34480944547272+9.656567660240908j)		(58.34480944547272+9.656567660240908j)		(58.34480944547272+9.656567660240908j)		
(4880300000+0j)		(64.58649652657274-17.82758938182727j)		(64.58649652657274-17.82758938182727j)		(64.58649652657274-17.82758938182727j)		(64.58649652657274-17.82758938182727j)		
(4930200000+0j)		(42.164554942727285-7.834682984789092j)		(42.164554942727285-7.834682984789092j)		(42.164554942727285-7.834682984789092j)		(42.164554942727285-7.834682984789092j)		
(4980100000+0j)		(38.21172506159091+8.35976886749091j)		(38.21172506159091+8.35976886749091j)		(38.21172506159091+8.35976886749091j)		(38.21172506159091+8.35976886749091j)		
(5030000000+0j)		(54.56748026064546+2.856043880636364j)		(54.56748026064546+2.856043880636364j)		(54.56748026064546+2.856043880636364j)		(54.56748026064546+2.856043880636364j)		
(5079900000+0j)		(61.051864277272735-10.35302578321818j)		(61.051864277272735-10.35302578321818j)		(61.051864277272735-10.35302578321818j)		(61.051864277272735-10.35302578321818j)		
(5129800000+0j)		(49.96027998488182+0.6274703849446365j)		(49.96027998488182+0.6274703849446365j)		(49.96027998488182+0.6274703849446365j)		(49.96027998488182+0.6274703849446365j)		
(5179700000+0j)		(44.985931049699985+7.764786286788182j)		(44.985931049699985+7.764786286788182j)		(44.985931049699985+7.764786286788182j)		(44.985931049699985+7.764786286788182j)		
(5229600000+0j)		(47.75057289814545-3.85629773140091j)		(47.75057289814545-3.85629773140091j)		(47.75057289814545-3.85629773140091j)		(47.75057289814545-3.85629773140091j)		
(5279500000+0j)		(50.869195764754544-5.35855523023j)		(50.869195764754544-5.35855523023j)		(50.869195764754544-5.35855523023j)		(50.869195764754544-5.35855523023j)		
(5329400000+0j)		(48.66676365247274+8.716282150960906j)		(48.66676365247274+8.716282150960906j)		(48.66676365247274+8.716282150960906j)		(48.66676365247274+8.716282150960906j)		
(5379300000+0j)		(52.52334213253635+7.668390490795454j)		(52.52334213253635+7.668390490795454j)		(52.52334213253635+7.668390490795454j)		(52.52334213253635+7.668390490795454j)		
(5429200000+0j)		(45.69139931416365-14.006240584636362j)		(45.69139931416365-14.006240584636362j)		(45.69139931416365-14.006240584636362j)		(45.69139931416365-14.006240584636362j)		
(5479100000+0j)		(42.82188658284546-9.705667062234545j)		(42.82188658284546-9.705667062234545j)		(42.82188658284546-9.705667062234545j)		(42.82188658284546-9.705667062234545j)		
(5529000000+0j)		(48.66549786658183+16.62028191303636j)		(48.66549786658183+16.62028191303636j)		(48.66549786658183+16.62028191303636j)		(48.66549786658183+16.62028191303636j)		
(5578900000+0j)		(59.495591943927266+12.864684104890907j)		(59.495591943927266+12.864684104890907j)		(59.495591943927266+12.864684104890907j)		(59.495591943927266+12.864684104890907j)		
(5628800000+0j)		(50.613502155609105-16.664229132927268j)		(50.613502155609105-16.664229132927268j)		(50.613502155609105-16.664229132927268j)		(50.613502155609105-16.664229132927268j)		
(5678700000+0j)		(39.03387659243637-13.010406754263636j)		(39.03387659243637-13.010406754263636j)		(39.03387659243637-13.010406754263636j)		(39.03387659243637-13.010406754263636j)		
(5728600000+0j)		(42.16365536776364+19.323013652481816j)		(42.16365536776364+19.323013652481816j)		(42.16365536776364+19.323013652481816j)		(42.16365536776364+19.323013652481816j)		
(5778500000+0j)		(58.60340707956364+21.005470796090915j)		(58.60340707956364+21.005470796090915j)		(58.60340707956364+21.005470796090915j)		(58.60340707956364+21.005470796090915j)		
(5828400000+0j)		(48.44347138835453-21.251464150181818j)		(48.44347138835453-21.251464150181818j)		(48.44347138835453-21.251464150181818j)		(48.44347138835453-21.251464150181818j)		
(5878300000+0j)		(39.5280168707091-11.038651726463637j)		(39.5280168707091-11.038651726463637j)		(39.5280168707091-11.038651726463637j)		(39.5280168707091-11.038651726463637j)		
(5928200000+0j)		(43.225173256572724+8.24452096765636j)		(43.225173256572724+8.24452096765636j)		(43.225173256572724+8.24452096765636j)		(43.225173256572724+8.24452096765636j)		
(5978100000+0j)		(54.44655401058182+24.162637883963633j)		(54.44655401058182+24.162637883963633j)		(54.44655401058182+24.162637883963633j)		(54.44655401058182+24.162637883963633j)		
(6028000000+0j)		(53.382932836354534-14.156285199245456j)		(53.382932836354534-14.156285199245456j)		(53.382932836354534-14.156285199245456j)		(53.382932836354534-14.156285199245456j)		
(6077900000+0j)		(41.23487437855456-18.098098061318186j)		(41.23487437855456-18.098098061318186j)		(41.23487437855456-18.098098061318186j)		(41.23487437855456-18.098098061318186j)		
(6127800000+0j)		(44.91179899733637+11.494853366481818j)		(44.91179899733637+11.494853366481818j)		(44.91179899733637+11.494853366481818j)		(44.91179899733637+11.494853366481818j)		
(6177700000+0j)		(54.4199135520091+22.167931816772732j)		(54.4199135520091+22.167931816772732j)		(54.4199135520091+22.167931816772732j)		(54.4199135520091+22.167931816772732j)		
(6227600000+0j)		(52.185259732354545-8.790892947801817j)		(52.185259732354545-8.790892947801817j)		(52.185259732354545-8.790892947801817j)		(52.185259732354545-8.790892947801817j)		
(6277500000+0j)		(40.86079441417272-14.959411100918185j)		(40.86079441417272-14.959411100918185j)		(40.86079441417272-14.959411100918185j)		(40.86079441417272-14.959411100918185j)		
(6327400000+0j)		(47.50053995308183+8.769674301143635j)		(47.50053995308183+8.769674301143635j)		(47.50053995308183+8.769674301143635j)		(47.50053995308183+8.769674301143635j)		
(6377300000+0j)		(54.918446627545464+18.831525802636367j)		(54.918446627545464+18.831525802636367j)		(54.918446627545464+18.831525802636367j)		(54.918446627545464+18.831525802636367j)		
(6427200000+0j)		(46.889173681100004-10.53233796901818j)		(46.889173681100004-10.53233796901818j)		(46.889173681100004-10.53233796901818j)		(46.889173681100004-10.53233796901818j)		
(6477100000+0j)		(38.25590133663637-12.036408250954546j)		(38.25590133663637-12.036408250954546j)		(38.25590133663637-12.036408250954546j)		(38.25590133663637-12.036408250954546j)		
(6527000000+0j)		(51.46720435404547+10.216583512081817j)		(51.46720435404547+10.216583512081817j)		(51.46720435404547+10.216583512081817j)		(51.46720435404547+10.216583512081817j)		
(6576900000+0j)		(67.50444030760909+15.934528350790908j)		(67.50444030760909+15.934528350790908j)		(67.50444030760909+15.934528350790908j)		(67.50444030760909+15.934528350790908j)		
(6626800000+0j)		(45.415855060918176-9.817001776264545j)		(45.415855060918176-9.817001776264545j)		(45.415855060918176-9.817001776264545j)		(45.415855060918176-9.817001776264545j)		
(6676700000+0j)		(36.15153399379092-8.245813629845456j)		(36.15153399379092-8.245813629845456j)		(36.15153399379092-8.245813629845456j)		(36.15153399379092-8.245813629845456j)		
(6726600000+0j)		(55.27874062275454+13.89709628712727j)		(55.27874062275454+13.89709628712727j)		(55.27874062275454+13.89709628712727j)		(55.27874062275454+13.89709628712727j)		
(6776500000+0j)		(65.50737276940907+16.555073478009096j)		(65.50737276940907+16.555073478009096j)		(65.50737276940907+16.555073478009096j)		(65.50737276940907+16.555073478009096j)		
(6826400000+0j)		(44.67390511256364-9.157901070338179j)		(44.67390511256364-9.157901070338179j)		(44.67390511256364-9.157901070338179j)		(44.67390511256364-9.157901070338179j)		
(6876300000+0j)		(32.02910509973637-8.149736404417272j)		(32.02910509973637-8.149736404417272j)		(32.02910509973637-8.149736404417272j)		(32.02910509973637-8.149736404417272j)		
(6926200000+0j)		(51.86511646619093+10.4157119231j)		(51.86511646619093+10.4157119231j)		(51.86511646619093+10.4157119231j)		(51.86511646619093+10.4157119231j)		
(6976100000+0j)		(70.62327298248181+13.536053484090909j)		(70.62327298248181+13.536053484090909j)		(70.62327298248181+13.536053484090909j)		(70.62327298248181+13.536053484090909j)		
(7026000000+0j)		(44.985847126354535-9.078198432922726j)		(44.985847126354535-9.078198432922726j)		(44.985847126354535-9.078198432922726j)		(44.985847126354535-9.078198432922726j)		
(7075900000+0j)		(35.44404081866364-7.737317085270002j)		(35.44404081866364-7.737317085270002j)		(35.44404081866364-7.737317085270002j)		(35.44404081866364-7.737317085270002j)		
(7125800000+0j)		(54.89429716629999+5.367094863540911j)		(54.89429716629999+5.367094863540911j)		(54.89429716629999+5.367094863540911j)		(54.89429716629999+5.367094863540911j)		
(7175700000+0j)		(69.18393984705453+13.201917301499996j)		(69.18393984705453+13.201917301499996j)		(69.18393984705453+13.201917301499996j)		(69.18393984705453+13.201917301499996j)		
(7225600000+0j)		(46.34392998432728-3.2432079748627274j)		(46.34392998432728-3.2432079748627274j)		(46.34392998432728-3.2432079748627274j)		(46.34392998432728-3.2432079748627274j)		
(7275500000+0j)		(36.48875565962727-2.037161783736364j)		(36.48875565962727-2.037161783736364j)		(36.48875565962727-2.037161783736364j)		(36.48875565962727-2.037161783736364j)		
(7325400000+0j)		(57.18041090528182+4.61786512894818j)		(57.18041090528182+4.61786512894818j)		(57.18041090528182+4.61786512894818j)		(57.18041090528182+4.61786512894818j)		
(7375300000+0j)		(64.67877335983633+0.07332027432595453j)		(64.67877335983633+0.07332027432595453j)		(64.67877335983633+0.07332027432595453j)		(64.67877335983633+0.07332027432595453j)		
(7425200000+0j)		(38.60146609219092-0.6666688702321817j)		(38.60146609219092-0.6666688702321817j)		(38.60146609219092-0.6666688702321817j)		(38.60146609219092-0.6666688702321817j)		
(7475100000+0j)		(37.46635471694544+1.636268745769091j)		(37.46635471694544+1.636268745769091j)		(37.46635471694544+1.636268745769091j)		(37.46635471694544+1.636268745769091j)		
(7525000000+0j)		(67.63612851229999-0.5976556322792727j)		(67.63612851229999-0.5976556322792727j)		(67.63612851229999-0.5976556322792727j)		(67.63612851229999-0.5976556322792727j)		
(7574900000+0j)		(65.39354636449998-15.208887360354547j)		(65.39354636449998-15.208887360354547j)		(65.39354636449998-15.208887360354547j)		(65.39354636449998-15.208887360354547j)		
(7624800000+0j)		(34.86716253111817-1.5984980626536363j)		(34.86716253111817-1.5984980626536363j)		(34.86716253111817-1.5984980626536363j)		(34.86716253111817-1.5984980626536363j)		
(7674700000+0j)		(36.13508814031817+9.527316613634545j)		(36.13508814031817+9.527316613634545j)		(36.13508814031817+9.527316613634545j)		(36.13508814031817+9.527316613634545j)		
(7724600000+0j)		(77.27497239547274+10.142837177609092j)		(77.27497239547274+10.142837177609092j)		(77.27497239547274+10.142837177609092j)		(77.27497239547274+10.142837177609092j)		
(7774500000+0j)		(73.6426890979909-22.605266050854546j)		(73.6426890979909-22.605266050854546j)		(73.6426890979909-22.605266050854546j)		(73.6426890979909-22.605266050854546j)		
(7824400000+0j)		(30.132348320681817-4.306742494755456j)		(30.132348320681817-4.306742494755456j)		(30.132348320681817-4.306742494755456j)		(30.132348320681817-4.306742494755456j)		
(7874300000+0j)		(27.82164001467272+11.78180174391818j)		(27.82164001467272+11.78180174391818j)		(27.82164001467272+11.78180174391818j)		(27.82164001467272+11.78180174391818j)		
(7924200000+0j)		(75.87976837161817+22.514165531463636j)		(75.87976837161817+22.514165531463636j)		(75.87976837161817+22.514165531463636j)		(75.87976837161817+22.514165531463636j)		
(7974100000+0j)		(76.55139298876365-35.79079125143637j)		(76.55139298876365-35.79079125143637j)		(76.55139298876365-35.79079125143637j)		(76.55139298876365-35.79079125143637j)		
