#FMR data from 2025-05-08 11:09:22.253168 freqᵡ_rᵡ_i
2.51327e+08	1.25769e+02	4.76423e+01
2.66917e+08	1.21691e+02	2.70132e+01
2.82508e+08	1.07682e+02	1.55875e+01
2.98098e+08	1.23173e+02	3.37268e+01
3.13688e+08	1.25908e+02	3.14125e+01
3.29278e+08	1.47777e+02	2.70338e+01
3.44868e+08	1.08140e+02	1.72197e+01
3.60458e+08	1.03277e+02	4.74448e+01
3.76048e+08	1.07447e+02	5.18320e+01
3.91638e+08	1.35302e+02	7.63974e+01
4.07228e+08	1.16476e+02	4.21872e+01
4.22818e+08	1.02027e+02	7.27715e+01
4.38409e+08	1.01244e+02	6.93987e+01
4.53998e+08	1.06763e+02	6.86015e+01
4.69589e+08	9.39884e+01	6.38434e+01
4.85179e+08	8.51807e+01	6.54276e+01
5.00769e+08	1.09988e+02	7.04248e+01
5.16359e+08	8.64128e+01	7.28311e+01
5.31949e+08	8.51588e+01	5.94448e+01
5.47539e+08	9.68036e+01	7.31439e+01
5.63129e+08	1.02063e+02	6.80800e+01
5.78720e+08	8.05265e+01	5.44034e+01
5.94310e+08	9.22731e+01	6.92266e+01
6.09899e+08	8.09225e+01	5.57493e+01
6.25490e+08	9.70303e+01	7.01524e+01
6.41080e+08	9.61486e+01	6.73946e+01
6.56668e+08	9.71588e+01	6.33998e+01
6.72257e+08	8.63720e+01	6.27693e+01
6.87852e+08	7.95907e+01	5.69435e+01
7.03440e+08	8.30631e+01	5.78812e+01
7.19029e+08	6.59621e+01	6.98035e+01
7.34617e+08	8.08735e+01	6.58587e+01
7.50212e+08	6.90254e+01	6.35837e+01
7.65801e+08	8.04420e+01	5.44661e+01
7.81389e+08	6.93437e+01	6.27279e+01
7.96978e+08	7.47713e+01	6.39865e+01
8.12573e+08	7.23476e+01	6.28823e+01
8.28162e+08	7.12321e+01	6.48561e+01
8.43750e+08	8.24985e+01	5.98242e+01
8.59339e+08	6.47866e+01	6.20981e+01
8.74934e+08	6.76491e+01	5.80427e+01
8.90522e+08	6.93659e+01	5.89075e+01
9.06111e+08	6.59140e+01	6.48004e+01
9.21699e+08	6.72596e+01	5.36888e+01
9.37294e+08	6.28640e+01	6.95892e+01
9.52883e+08	5.61206e+01	6.01862e+01
9.68471e+08	5.30694e+01	6.67663e+01
9.84060e+08	6.73472e+01	5.56045e+01
9.99655e+08	5.71657e+01	5.22619e+01
1.01524e+09	5.80854e+01	6.17021e+01
1.03083e+09	6.33878e+01	6.21763e+01
1.04642e+09	6.33871e+01	5.48800e+01
1.06202e+09	6.19486e+01	5.69337e+01
1.07760e+09	4.84823e+01	5.06876e+01
1.09319e+09	6.21955e+01	6.80582e+01
1.10878e+09	5.14215e+01	6.01815e+01
1.12437e+09	5.43697e+01	6.27752e+01
1.13996e+09	4.81131e+01	5.48923e+01
1.15555e+09	4.64419e+01	5.26355e+01
1.17114e+09	5.60548e+01	5.90473e+01
1.18673e+09	4.39143e+01	5.99091e+01
1.20233e+09	4.85558e+01	6.04522e+01
1.21791e+09	5.21104e+01	6.31865e+01
1.23350e+09	4.77214e+01	6.10772e+01
1.24909e+09	4.36360e+01	6.27686e+01
1.26469e+09	4.25283e+01	5.88336e+01
1.28027e+09	4.49238e+01	6.09271e+01
1.29586e+09	4.38453e+01	5.93491e+01
1.31145e+09	4.50928e+01	5.81987e+01
1.32705e+09	4.60910e+01	5.39090e+01
1.34264e+09	4.37189e+01	6.01108e+01
1.35822e+09	3.77957e+01	6.26721e+01
1.37381e+09	4.61250e+01	5.40596e+01
1.38941e+09	3.92312e+01	6.04317e+01
1.40500e+09	4.23399e+01	5.32542e+01
1.42058e+09	3.91061e+01	5.05413e+01
1.43617e+09	3.93002e+01	5.68947e+01
1.45177e+09	3.70949e+01	5.28935e+01
1.46736e+09	3.60410e+01	6.08936e+01
1.48294e+09	3.98769e+01	5.74477e+01
1.49853e+09	3.95695e+01	5.25280e+01
1.51412e+09	3.78301e+01	5.56901e+01
1.52972e+09	3.40390e+01	5.63265e+01
1.54531e+09	2.70977e+01	5.47232e+01
1.56089e+09	3.52576e+01	4.89246e+01
1.57648e+09	3.42023e+01	5.78208e+01
1.59208e+09	3.26147e+01	5.99788e+01
1.60767e+09	3.13843e+01	5.46801e+01
1.62325e+09	3.56905e+01	5.12487e+01
1.63884e+09	3.73007e+01	5.46295e+01
1.65444e+09	3.09622e+01	5.04596e+01
1.67003e+09	3.29536e+01	5.34212e+01
1.68562e+09	3.42101e+01	5.08666e+01
1.70120e+09	3.06383e+01	4.85166e+01
1.71680e+09	2.50673e+01	4.99089e+01
1.73239e+09	3.03637e+01	4.66186e+01
1.74798e+09	2.60099e+01	5.53908e+01
1.76356e+09	3.04428e+01	5.24089e+01
1.77916e+09	3.22079e+01	4.67845e+01
1.79475e+09	2.65368e+01	4.98536e+01
1.81034e+09	2.61060e+01	4.65374e+01
1.82593e+09	2.84816e+01	5.33996e+01
1.84152e+09	2.77315e+01	5.24509e+01
1.85711e+09	2.51501e+01	5.19868e+01
1.87270e+09	2.73004e+01	4.64934e+01
1.88829e+09	2.79247e+01	5.09310e+01
1.90388e+09	2.32950e+01	4.69379e+01
1.91947e+09	2.60563e+01	4.91697e+01
1.93506e+09	2.31378e+01	4.57560e+01
1.95065e+09	2.48153e+01	4.86475e+01
1.96623e+09	2.38862e+01	4.68503e+01
1.98183e+09	2.33380e+01	4.55311e+01
1.99742e+09	2.55984e+01	4.62803e+01
2.01301e+09	2.27810e+01	4.32541e+01
2.02860e+09	2.55498e+01	4.35050e+01
2.04419e+09	2.28792e+01	4.68798e+01
2.05978e+09	2.36016e+01	4.71983e+01
2.07537e+09	2.55392e+01	4.63958e+01
2.09096e+09	2.56436e+01	4.49919e+01
2.10655e+09	2.10322e+01	4.53239e+01
2.12214e+09	2.26093e+01	4.63172e+01
2.13773e+09	2.42061e+01	4.70016e+01
2.15332e+09	2.32211e+01	4.08382e+01
2.16891e+09	2.39598e+01	4.15805e+01
2.18450e+09	2.35957e+01	4.47202e+01
2.20009e+09	1.76858e+01	4.19015e+01
2.21568e+09	1.86151e+01	4.14100e+01
2.23127e+09	1.75324e+01	4.15335e+01
2.24686e+09	2.25532e+01	4.13288e+01
2.26245e+09	2.30384e+01	4.43267e+01
2.27804e+09	2.03887e+01	4.08104e+01
2.29363e+09	2.23340e+01	4.34848e+01
2.30922e+09	2.08372e+01	3.90728e+01
2.32481e+09	2.17974e+01	4.31259e+01
2.34040e+09	1.72909e+01	4.14264e+01
2.35599e+09	1.79104e+01	4.24579e+01
2.37158e+09	1.99771e+01	4.07228e+01
2.38717e+09	2.09126e+01	4.06183e+01
2.40276e+09	2.06657e+01	4.15355e+01
2.41835e+09	1.71794e+01	3.48656e+01
2.43394e+09	1.67190e+01	3.42976e+01
2.44953e+09	1.87976e+01	3.74843e+01
2.46512e+09	1.98410e+01	3.93170e+01
2.48071e+09	2.05754e+01	3.96547e+01
2.49630e+09	1.55586e+01	3.84257e+01
2.51189e+09	1.37172e+01	3.90486e+01
2.52748e+09	1.76012e+01	3.66552e+01
2.54307e+09	1.61883e+01	3.63570e+01
2.55866e+09	1.55895e+01	3.82466e+01
2.57425e+09	1.59958e+01	3.78805e+01
2.58984e+09	1.70917e+01	3.65397e+01
2.60543e+09	1.56727e+01	3.67914e+01
2.62102e+09	1.40965e+01	3.76639e+01
2.63661e+09	1.71116e+01	3.47836e+01
2.65220e+09	1.64099e+01	3.78644e+01
2.66779e+09	1.67064e+01	3.79296e+01
2.68339e+09	1.53787e+01	3.59349e+01
2.69897e+09	1.57674e+01	3.82178e+01
2.71456e+09	1.71108e+01	3.70754e+01
2.73015e+09	1.20939e+01	3.62492e+01
